"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
0.924000000000001	0.0865237540505088	-1.65930113054611
0.925000000000001	0.0628435755676767	-1.66539437667932
0.926000000000001	0.019854882701469	-1.51753533470324
0.927000000000001	0.118924633357381	-1.37903192312626
0.928000000000001	0.0925917417768135	-1.3667256713078
0.929000000000001	0.145229566837233	-1.55240086047363
0.930000000000001	0.0864235656065255	-1.68005462352305
0.931000000000001	0.018511964225826	-1.59228849984669
0.932000000000001	0.104839921559967	-1.42868370789226
0.933000000000001	0.0805056825192703	-1.30127632965881
0.934000000000001	0.160462052242949	-1.43643360338739
0.935000000000001	0.103758588052394	-1.59761024858516
0.936000000000001	0.0793758325019503	-1.66312482497895
0.937000000000001	0.0993504115640922	-1.56193093010604
0.938000000000001	0.0397633208418536	-1.32583845839608
0.939000000000001	0.188889396189333	-1.33150235534386
0.940000000000001	0.13046519789917	-1.52226195429131
0.941000000000001	0.109979832300532	-1.65750957851919
0.942000000000001	0.104439616190944	-1.64456255827039
0.943000000000001	0.0510579385143906	-1.46307202940705
0.944000000000001	0.160466965453207	-1.34846195100673
0.945000000000001	0.140988169742057	-1.37321970091165
0.946000000000001	0.180487358476317	-1.5895259494791
0.947000000000001	0.127776373967375	-1.69394855332132
0.948000000000001	0.0542425853525242	-1.56308214819553
0.949000000000001	0.158594109109836	-1.40452716793623
0.950000000000001	0.115738848085303	-1.29376664188698
0.951000000000001	0.19692606404713	-1.45954739048362
0.952000000000001	0.149817865570182	-1.62158358134264
0.953000000000001	0.111592315445588	-1.64960101998354
0.954000000000001	0.146998366744074	-1.52637280526635
0.955000000000001	0.0924689620263409	-1.27777963444233
0.956000000000001	0.236976530509333	-1.34575221863947
0.957000000000001	0.168257459403766	-1.53480089439366
0.958000000000001	0.145252343518852	-1.64513942062391
0.959000000000001	0.154868719032782	-1.6025690367177
0.960000000000001	0.0917066079802571	-1.37794794397749
0.961000000000001	0.198591524514881	-1.27920444271375
0.962000000000001	0.183787704381925	-1.35169416077135
0.963000000000001	0.220144988472921	-1.59020001437019
0.964000000000001	0.171779773309779	-1.65508149099272
0.965000000000001	0.0975658174476359	-1.47157743226498
0.966000000000001	0.212984820504293	-1.32545571193941
0.967000000000001	0.173218479671224	-1.2768137786089
0.968000000000001	0.235703477637031	-1.45780983563991
0.969000000000001	0.198711314543265	-1.60680788941633
0.970000000000001	0.150034982690808	-1.57548005280354
0.971000000000001	0.196735672562953	-1.42240023877467
0.972000000000001	0.144669523245191	-1.18030984060807
0.973000000000001	0.287857125115131	-1.34568608300268
0.974000000000001	0.215688121867457	-1.5329090199338
0.975000000000001	0.191850669692604	-1.59991056139049
0.976000000000001	0.209758226376007	-1.52346989305716
0.977000000000001	0.159077261135951	-1.27974953617491
0.978000000000001	0.251360379660295	-1.23726960612537
0.979000000000001	0.245136207444883	-1.35704453830511
0.980000000000001	0.277163044990554	-1.57820760385771
0.981000000000001	0.230663801834471	-1.59547931407809
0.982000000000001	0.168358728749573	-1.37385116010478
0.983000000000001	0.267926002772516	-1.24063033133097
0.984000000000001	0.255607676707469	-1.25360914175283
0.985000000000001	0.304277412065434	-1.4546676414194
0.986000000000001	0.271237589447509	-1.57911033892102
0.987000000000001	0.223628734442115	-1.50069865691732
0.988000000000001	0.273912968426906	-1.32328898682753
0.989000000000001	0.231422777570637	-1.12784482103999
0.990000000000001	0.360399679669613	-1.33950756839403
0.991000000000001	0.302920413877036	-1.51683557744035
0.992000000000001	0.282058425960703	-1.55027233985893
0.993000000000001	0.299038036179892	-1.44503684134506
0.994000000000001	0.276458653613804	-1.20020989740346
0.995000000000001	0.332814823707487	-1.190753681588
0.996000000000001	0.325969448259861	-1.35483518769552
0.997000000000001	0.376315177081778	-1.55186011173178
0.998000000000001	0.324096211043419	-1.52054097878886
0.999000000000001	0.281570386796076	-1.27412020763622
1	0.360805178614134	-1.16933337174286
1.001	0.362455531169129	-1.22017248714819
1.002	0.388383874846346	-1.42877268054154
1.003	0.365680896682845	-1.52354291679694
1.004	0.325263368284032	-1.40118622439759
1.005	0.375047937233673	-1.1986078836553
1.006	0.347350600961233	-1.07879190888424
1.007	0.439052168223701	-1.31635961274799
1.008	0.394888071830642	-1.47002553396726
1.009	0.365586915226439	-1.45762306796148
1.01	0.381750875588375	-1.3146584385346
1.011	0.3705990455506	-1.08495398303055
1.012	0.417704933480443	-1.12673860593493
1.013	0.408405876330296	-1.32732279820765
1.014	0.439699308510282	-1.47734244119334
1.015	0.391173340756963	-1.39467845187254
1.016	0.365812427982867	-1.13677024502369
1.017	0.441369194131103	-1.07810331299954
1.018	0.415980242512495	-1.17056166981711
1.019	0.439653516149842	-1.37251529838743
1.02	0.419452132840571	-1.42197252765526
1.021	0.378757178125748	-1.25315905685228
1.022	0.418316042422059	-1.04508997772736
1.023	0.424339562016559	-1.01933329309901
1.024	0.47598582031211	-1.26809901415571
1.025	0.43637688736661	-1.38883819490048
1.026	0.406364013488269	-1.33903608959748
1.027	0.417949978707364	-1.15742300886482
1.028	0.427967359504279	-0.983752819644184
1.029	0.463661184160965	-1.06133320927222
1.03	0.436859314319656	-1.25864823753767
1.031	0.468380006059896	-1.37458675143122
1.032	0.412781201830774	-1.24883156074496
1.033	0.400264487745127	-0.999129963142734
1.034	0.481782777698006	-0.98463464510079
1.035	0.434886754054416	-1.09411769236133
1.036	0.4535452296984	-1.27915947462131
1.037	0.427169306966039	-1.28547634117469
1.038	0.401439903208495	-1.09316388740457
1.039	0.442529235103472	-0.900971164393999
1.04	0.439124120091221	-0.928829190062519
1.041	0.468374246550146	-1.16431129355978
1.042	0.429336824916856	-1.25443343490881
1.043	0.402749353579275	-1.17218453168387
1.044	0.399859876847217	-0.94429582930985
1.045	0.431893639257101	-0.835406538519586
1.046	0.451422769341873	-0.963591528678383
1.047	0.428533950634545	-1.13745285776182
1.048	0.441498676978172	-1.19493612859458
1.049	0.38507198900859	-1.02394080254741
1.05	0.392790846680193	-0.790990163307137
1.051	0.447102990857906	-0.813200767728724
1.05199999999999	0.415252329359376	-0.989150100835966
1.05299999999999	0.435664434000149	-1.12993970311702
1.05399999999999	0.4051812092307	-1.08220990656238
1.05499999999999	0.387123548874164	-0.851562152031688
1.05599999999999	0.423172963328551	-0.710181053937354
1.05699999999999	0.439572410898514	-0.824353244157789
1.05799999999999	0.458047186348474	-1.04062726422038
1.05899999999999	0.408743833094452	-1.08681623516745
1.05999999999999	0.388644153226531	-0.962208439504399
1.06099999999999	0.384377112468123	-0.727670746120343
1.06199999999999	0.425608344410246	-0.673209640354147
1.06299999999999	0.441890101165404	-0.86699086818305
1.06399999999999	0.427906784596706	-1.00876805140473
1.06499999999999	0.434952914631965	-1.01575742099305
1.06599999999999	0.375512723571704	-0.810550819299984
1.06699999999999	0.399958540552693	-0.618682588209866
1.06799999999999	0.44999855714296	-0.699718229133496
1.06899999999999	0.418944308617486	-0.891408415539028
1.06999999999999	0.437566310599143	-0.991880006556841
1.07099999999999	0.407440549042894	-0.8999050714245
1.07199999999999	0.397880706662474	-0.666268378230453
1.07299999999999	0.422062952470927	-0.56607454046959
1.07399999999999	0.458033244592289	-0.73969405319942
1.07499999999999	0.467614049781034	-0.922557404385172
1.07599999999999	0.412040843877123	-0.941496636455357
1.07699999999999	0.39866624117296	-0.787078007914869
1.07799999999999	0.399844633117726	-0.563697163142929
1.07899999999999	0.431025729300621	-0.550082175405116
1.07999999999999	0.453603125448678	-0.772485151726073
1.08099999999999	0.442715179048069	-0.88612736278671
1.08199999999999	0.444433083813047	-0.858137249336275
1.08299999999999	0.384730715211228	-0.635648280385416
1.08399999999999	0.412762408541333	-0.477261627376145
1.08499999999999	0.462425198648409	-0.596091207684212
1.08599999999999	0.422342453553419	-0.786997580734026
1.08699999999999	0.442072906811633	-0.851786171451931
1.08799999999999	0.412882012624804	-0.718523406644112
1.08899999999999	0.391997516880797	-0.470600747451672
1.08999999999999	0.426482779430238	-0.45197918434968
1.09099999999999	0.460425450668873	-0.640029449775388
1.09199999999999	0.469796237573261	-0.795772030640502
1.09299999999999	0.398680104390912	-0.77525640371703
1.09399999999999	0.386074747261474	-0.592354247042886
1.09499999999999	0.403759328651979	-0.389413469988257
1.09599999999999	0.427554270217956	-0.45918771568083
1.09699999999999	0.445659132428526	-0.67315643345195
1.09799999999999	0.433837003720474	-0.737541929256168
1.09899999999999	0.424333950762423	-0.662003467535439
1.09999999999999	0.367846288324957	-0.422915949140177
1.10099999999999	0.405539318589787	-0.340726425928347
1.10199999999999	0.463022122977976	-0.506785633169092
1.10299999999999	0.408532846480707	-0.664410593214512
1.10399999999999	0.421005513448274	-0.67860326276332
1.10499999999999	0.394533614897636	-0.494091856794619
1.10599999999999	0.379638527315575	-0.28602515643734
1.10699999999999	0.419540625220587	-0.332018193221053
1.10799999999999	0.453187519238356	-0.534108202854037
1.10899999999999	0.460276436525934	-0.656244351691464
1.10999999999999	0.383197865403299	-0.59079550267005
1.11099999999999	0.372166571613676	-0.380163005802019
1.11199999999999	0.401205886128956	-0.217355184635158
1.11299999999999	0.422154732802912	-0.359713302277312
1.11399999999999	0.437700104956634	-0.543103143591766
1.11499999999999	0.437057885910083	-0.576756478465651
1.11599999999999	0.41946905734916	-0.478369006738934
1.11699999999999	0.367093914542866	-0.242816859476645
1.11799999999999	0.411567870455404	-0.204456879753781
1.11899999999999	0.472658085189371	-0.397811365977018
1.11999999999999	0.411091987198546	-0.525445291963648
1.12099999999999	0.416368972788897	-0.50629721605069
1.12199999999999	0.404049451901897	-0.302774275401719
1.12299999999999	0.382214670552835	-0.132654377973364
