"Time [s]"	"Moving1.Speed [rpm]"
0.991000000000001	1465.933801166
0.992000000000001	1466.76283900238
0.993000000000001	1472.88210599401
0.994000000000001	1477.68408074186
0.995000000000001	1475.23959345507
0.996000000000001	1468.35689901727
0.997000000000001	1465.17596705984
0.998000000000001	1468.79628667771
0.999000000000001	1475.40690681611
1	1477.66900245322
1.001	1472.91885985409
1.002	1467.35970836392
1.003	1467.23916351294
1.004	1472.9092210806
1.005	1478.41583051265
1.006	1477.03993821851
1.007	1470.63263672748
1.008	1466.55929572206
1.009	1468.81581978534
1.01	1475.17967634865
1.011	1478.34223525089
1.012	1473.7971194553
1.013	1467.27123263997
1.014	1466.49078468617
1.015	1471.87617936895
1.016	1477.92566999213
1.017	1477.73832558978
1.018	1471.29216536125
1.019	1466.40486230109
1.02	1468.07095433035
1.021	1474.1325042986
1.022	1477.61405293774
1.023	1473.75808807163
1.024	1467.07390386727
1.025	1464.73324674901
1.026	1468.76866691308
1.027	1474.98278030211
1.028	1476.21195772758
1.029	1470.4330913079
1.03	1464.84806904992
1.031	1465.70143454283
1.032	1472.17058321677
1.033	1477.73086423541
1.034	1475.89985220073
1.035	1469.51795389018
1.036	1466.20789203043
1.037	1469.66843529995
1.038	1476.4807312779
1.039	1478.74898405993
1.04	1473.60726625687
1.041	1467.31880280485
1.042	1466.74344745718
1.043	1472.08829608999
1.044	1477.59780319457
1.045	1476.62723632391
1.046	1469.90770082449
1.047	1465.62139757235
1.048	1468.21103896145
1.049	1474.90628614095
1.05	1478.51585973199
1.051	1474.8957365859
1.05199999999999	1468.94635940429
1.05299999999999	1467.38437369856
1.05399999999999	1472.0789787976
1.05499999999999	1477.94275986777
1.05599999999999	1477.68746973621
1.05699999999999	1471.33667930188
1.05799999999999	1466.17405152623
1.05899999999999	1467.61112735041
1.05999999999999	1473.88317327257
1.06099999999999	1477.87245226641
1.06199999999999	1474.31509934503
1.06299999999999	1467.52433691245
1.06399999999999	1465.31125080409
1.06499999999999	1469.47172726937
1.06599999999999	1475.75458902049
1.06699999999999	1477.17145172772
1.06799999999999	1471.70026283076
1.06899999999999	1465.84914219651
1.06999999999999	1466.09027697925
1.07099999999999	1472.06302605573
1.07199999999999	1477.21336473345
1.07299999999999	1475.23745778032
1.07399999999999	1468.46592818091
1.07499999999999	1464.86991338588
1.07599999999999	1468.12119886916
1.07699999999999	1474.85702404584
1.07799999999999	1477.70098333863
1.07899999999999	1472.78132126
1.07999999999999	1466.2970743734
1.08099999999999	1465.56874370503
1.08199999999999	1471.01671299576
1.08299999999999	1477.03195119
1.08399999999999	1476.94054984376
1.08499999999999	1470.93002528984
1.08599999999999	1466.23206083233
1.08699999999999	1468.3078600204
1.08799999999999	1475.07381443816
1.08899999999999	1479.04784420815
1.08999999999999	1475.34399476493
1.09099999999999	1468.77726905045
1.09199999999999	1467.07911575538
1.09299999999999	1471.84100203692
1.09399999999999	1478.009960744
1.09499999999999	1478.29015435067
1.09599999999999	1471.81142472243
1.09699999999999	1466.44576383181
1.09799999999999	1467.77534346776
1.09899999999999	1473.83393058464
1.09999999999999	1477.98529542844
1.10099999999999	1475.06679375497
1.10199999999999	1468.56389547466
1.10299999999999	1465.75701129718
1.10399999999999	1469.67865294507
1.10499999999999	1476.22747010895
1.10599999999999	1477.6321797867
1.10699999999999	1471.81791450398
1.10799999999999	1465.6227401538
1.10899999999999	1465.66705367761
1.10999999999999	1471.47296365535
1.11099999999999	1476.76790069459
1.11199999999999	1474.95292762711
1.11299999999999	1467.91594385938
1.11399999999999	1463.76195026875
1.11499999999999	1466.66732702328
1.11599999999999	1473.45883965079
1.11699999999999	1476.69182871204
1.11799999999999	1472.72090701023
1.11899999999999	1466.66360728584
1.11999999999999	1465.68141208041
1.12099999999999	1471.21689529565
1.12199999999999	1477.70790396874
1.12299999999999	1478.09098148579
1.12399999999999	1472.0310404627
1.12499999999999	1466.99568436885
1.12599999999999	1468.70490542494
1.12699999999999	1475.07419374426
1.12799999999999	1479.0683224957
1.12899999999999	1475.84354719543
1.12999999999999	1469.60481791445
1.13099999999999	1467.53007675529
1.13199999999999	1471.82160803174
1.13299999999999	1478.05769335834
1.13399999999999	1478.99848785786
1.13499999999999	1473.18258378391
1.13599999999999	1467.64868384673
1.13699999999999	1468.64426742868
1.13799999999999	1474.99875774401
1.13899999999999	1479.53857586402
1.13999999999999	1476.43608129025
1.14099999999999	1469.16818683195
1.14199999999999	1465.85724709764
1.14299999999998	1469.32584122705
1.14399999999998	1475.22010524674
1.14499999999998	1476.34414982561
1.14599999999998	1470.4352352047
1.14699999999998	1464.26853391406
1.14799999999998	1464.07296669065
1.14899999999998	1469.59111363772
1.14999999999998	1475.0212425555
1.15099999999998	1474.15311013771
1.15199999999998	1467.92415966582
1.15299999999998	1463.81991942202
1.15399999999998	1466.77137239852
1.15499999999998	1474.06874357259
1.15599999999998	1478.10457859033
1.15699999999998	1474.23135142007
1.15799999999998	1467.79529272402
1.15899999999998	1466.35809713533
1.15999999999998	1471.2243167198
1.16099999999998	1477.2307214733
1.16199999999998	1477.19539949487
1.16299999999998	1471.04889730003
1.16399999999998	1466.17029754206
1.16499999999998	1467.67421356016
1.16599999999998	1474.12613289039
1.16699999999998	1478.56318688388
1.16799999999998	1475.89150241372
1.16899999999998	1469.69076304681
1.16999999999998	1467.32759481818
1.17099999999998	1471.68656050779
1.17199999999998	1478.27230506133
1.17299999999998	1479.42326060564
1.17399999999998	1473.36770496144
1.17499999999998	1467.21248658619
1.17599999999998	1467.4743854321
1.17699999999998	1473.21889308627
1.17799999999998	1477.76808837523
1.17899999999998	1475.18763730819
1.17999999999998	1468.60665075682
1.18099999999998	1465.57156243555
1.18199999999998	1468.93897195358
1.18299999999998	1475.6003668162
1.18399999999998	1477.78083138448
