"Time [s]"	"Pem [kW]"	"Pout [kW]"	"Pin [kW]"
0.905000000000001	18.8587018467109	18.75975173821	20.2774530092672
0.906000000000001	11.4717175654958	11.3732663857417	12.9852044830738
0.907000000000001	13.742367859159	13.6447563014738	15.5044963975763
0.908000000000001	20.4031389498522	20.3057482379512	22.2545194778184
0.909000000000001	26.4268994044508	26.3288643038246	28.1560847128981
0.910000000000001	23.6663947713575	23.5675005457928	25.168356717626
0.911000000000001	15.2464205885828	15.1474396966286	16.6706885206305
0.912000000000001	10.5360135612111	10.4378415366864	12.1267356460363
0.913000000000001	16.329100023732	16.2316511967815	18.1450213883922
0.914000000000001	23.6804780196057	23.5828493011659	25.5054472759181
0.915000000000001	26.6760470553215	26.5775368393204	28.2949777811102
0.916000000000001	20.6177012997003	20.5185284268639	22.0585871282525
0.917000000000001	12.7162217643151	12.6173460771409	14.214331690221
0.918000000000001	12.7559710552919	12.6579233012565	14.4480136178611
0.919000000000001	19.181101712116	19.0834306540668	21.0172396649065
0.920000000000001	25.1771919527434	25.079048216256	26.9064592830271
0.921000000000001	24.6688641195916	24.5698798336331	26.1720145572217
0.922000000000001	15.6490190396127	15.5498534722468	17.032950261806
0.923000000000001	10.992910555015	10.8944977154022	12.5574110904053
0.924000000000001	15.4519796435166	15.354321897651	17.2429588975912
0.925000000000001	22.394632736727	22.296944849703	24.2028286865717
0.926000000000001	26.422411220297	26.3239474694729	28.0579423509512
0.927000000000001	21.0604924174079	20.9613525931215	22.4877482540964
0.928000000000001	13.2077887652708	13.1088820153856	14.6652522697891
0.929000000000001	11.5704824237118	11.4724514947931	13.2090258003325
0.930000000000001	18.1964584989717	18.0989515537348	20.0065868316678
0.931000000000001	25.2663709875544	25.1684501727422	27.0048181120496
0.932000000000001	25.2725144939594	25.173703136776	26.7784980419748
0.933000000000001	17.1650487917004	17.0659094585554	18.5543546352298
0.934000000000001	10.5398644677618	10.4414053526259	12.0547917238293
0.935000000000001	14.2579044440087	14.1603131526486	15.9963903348592
0.936000000000001	21.4792873881645	21.3818084654435	23.2851504802957
0.937000000000001	25.6772743040089	25.5791297380442	27.3202117625305
0.938000000000001	22.1320170758286	22.0331702505236	23.5685649503401
0.939000000000001	13.2749730129396	13.1762778641399	14.6889212964966
0.940000000000001	11.9597592128594	11.8619060037014	13.6040712583863
0.941000000000001	16.9695969721337	16.8723225212747	18.7815892840436
0.942000000000001	24.043186121372	23.9456612992909	25.8249024103237
0.943000000000001	25.9896030972609	25.8912172884553	27.5713817680243
0.944000000000001	19.0790696307939	18.9801710682445	20.4961713267967
0.945000000000001	11.9713749518454	11.872925557146	13.4775384578831
0.946000000000001	13.4550693929729	13.3574452645668	15.1789963607806
0.947000000000001	20.4947223594936	20.3973325308445	22.334088136523
0.948000000000001	26.2206432178734	26.1226167520836	27.9370313652576
0.949000000000001	24.3553578285699	24.2564393923788	25.8435021625784
0.950000000000001	15.5142744647483	15.415204451293	16.9376008766501
0.951000000000001	10.7506530555907	10.6523602166841	12.3355258884297
0.952000000000001	16.115856201241	16.0182881003386	17.9185660080954
0.953000000000001	23.2512102704594	23.1535075063503	25.0584487192994
0.954000000000001	26.2383140735118	26.1397897563567	27.8496758231441
0.955000000000001	20.1554415537816	20.0563160793852	21.5737462186492
0.956000000000001	12.1290101027292	12.0302527266846	13.5981991850857
0.957000000000001	12.940741893352	12.8428381787665	14.647382427052
0.958000000000001	18.9962527478495	18.8987238734191	20.8244660137086
0.959000000000001	25.478968832549	25.3809575121496	27.2198220079516
0.960000000000001	24.7162026026107	24.6173252029121	26.22626264623
0.961000000000001	16.5260761976928	16.4269531456136	17.9166939947925
0.962000000000001	10.2477215667293	10.1493419164391	11.7813597006807
0.963000000000001	15.0406057242664	14.9430593368276	16.810903392594
0.964000000000001	22.2179595163005	22.1204215000957	24.0337830471552
0.965000000000001	26.5650157062702	26.4667022270387	28.1978831923352
0.966000000000001	22.0352912705925	21.9362237406678	23.4744246650987
0.967000000000001	13.6235455017898	13.5246153503862	15.0825932525554
0.968000000000001	11.642643055783	11.544555867873	13.2713932090725
0.969000000000001	18.3723013922743	18.2747220571483	20.1894573879481
0.970000000000001	24.5908137462209	24.4928554012242	26.3331177721143
0.971000000000001	25.3762437131276	25.2774343498616	26.9044151532313
0.972000000000001	17.2812758499432	17.1821234925213	18.6520576356252
0.973000000000001	10.9081876675407	10.8096826544708	12.4307769459501
0.974000000000001	14.2933431018426	14.1956791011549	16.0468945321639
0.975000000000001	20.9377844968461	20.8402682305876	22.7498304478097
0.976000000000001	26.2248873684147	26.1267056563983	27.8963334352371
0.977000000000001	22.4713651359641	22.3724212160009	23.9161235801149
0.978000000000001	14.0565048266315	13.9576374417268	15.4708243492928
0.979000000000001	10.7427926694806	10.6447994190889	12.3425235207043
0.980000000000001	17.1464641478169	17.0491220543492	18.9505907699789
0.981000000000001	23.9512076887934	23.8536103253168	25.7302283390449
0.982000000000001	26.1275995508065	26.0291390525043	27.6904861985982
0.983000000000001	19.3614764205527	19.2624755095021	20.7633670607648
0.984000000000001	12.141214658897	12.0426334421888	13.6469951987134
0.985000000000001	13.5328698817245	13.4350988188718	15.2384251963475
0.986000000000001	20.0652332744808	19.9677223643216	21.8873655665637
0.987000000000001	25.9509679453876	25.8528695353169	27.6449083925179
0.988000000000001	23.7328026194488	23.6338738739504	25.2092700989943
0.989000000000001	14.8876153218642	14.7886202839384	16.2855805951671
0.990000000000001	10.942201547824	10.8440122272859	12.5302973817109
0.991000000000001	15.9053730680569	15.8079084684528	17.7030373598973
0.992000000000001	23.082921899416	22.9853470292268	24.8887495195639
0.993000000000001	26.2987272112102	26.2003364869845	27.9218061969923
0.994000000000001	20.678501323675	20.5794679954585	22.1013959395251
0.995000000000001	12.1861145026735	12.0874085590142	13.6398551591465
0.996000000000001	11.9180105181954	11.8202234463954	13.5919144338465
0.997000000000001	19.2834810577713	19.1861172033791	21.1221128966236
0.998000000000001	25.1489583641137	25.0511127604113	26.8912031086074
0.999000000000001	25.2609967045484	25.1622683702758	26.7771286227851
1	16.7935554781436	16.694524170989	18.1985093535807
1.001	11.5422305750414	11.443834940329	13.0998188418553
1.002	15.1034132533953	15.0057589548233	16.8648996558175
1.003	22.0631053652303	21.965467110767	23.875224078717
1.004	26.4543932455203	26.3559988986047	28.0958440763175
1.005	21.9123518159821	21.8132203807896	23.3404168763297
1.006	13.0686037189287	12.9696567118344	14.5047467751278
1.007	11.998673225191	11.9005828072802	13.6613208334795
1.008	17.5070250639476	17.4094772728888	19.3206125308859
1.009	24.2943992410218	24.19655103486	26.0607148190829
1.01	25.6336059630061	25.5349080371014	27.1784297967836
1.011	18.1865197851528	18.0873982192031	19.5728556773139
1.012	10.5683174556854	10.4698044449555	12.065310701532
1.013	14.2008620719821	14.103219549356	15.9425947649954
1.014	21.6715246838548	21.5739860065689	23.4994996057177
1.015	26.2626254854876	26.16436911017	27.9311415931388
1.016	23.1412515347103	23.0421858215698	24.6000921785809
1.017	14.1643911815547	14.065350582303	15.5749535993761
1.018	10.8436678936203	10.7454894755603	12.4337922789015
1.019	17.0813244856189	16.9837972376721	18.8766618197767
1.02	23.5585956927226	23.4608467029053	25.3198496867925
1.021	25.7516577295434	25.6530998774584	27.3137368114453
1.022	18.6649496971903	18.5659257551779	20.0366491951898
1.023	11.4266830336601	11.3281752408102	12.9136377058441
1.024	13.0367347763759	12.9391185152659	14.755143382875
1.025	19.7798665019597	19.6825614779668	21.6031534293869
1.026	25.4521885886741	25.3543466647838	27.1727088819824
1.027	24.174368452021	24.0756968712929	25.661458634539
1.028	15.8381436277383	15.7393075224914	17.2451322783871
1.029	10.454700540114	10.3566367395448	12.0239432903492
1.03	16.0909765788358	15.9936562985159	17.8920226813736
1.031	22.9157800266948	22.8183463230629	24.7424551534504
1.032	27.1190229488472	27.0207272632284	28.7507632794553
1.033	21.3267169416299	21.2276773425216	22.7799530151779
1.034	12.7437677296943	12.6449734125303	14.2055437537034
1.035	12.3522142811933	12.2542725044386	14.0336554784407
1.036	18.622728512617	18.5252274629989	20.4536279335544
1.037	25.5290169288451	25.4310550922181	27.2753643567651
1.038	25.3069558428812	25.2080837442269	26.8351400905686
1.039	16.7904267717918	16.6912506540281	18.1832910386563
1.04	10.799061104249	10.7005734725965	12.3494173042792
1.041	14.4314363247096	14.3337874706758	16.2026582517022
1.042	21.8435782211072	21.7460059309057	23.6721005777163
1.043	26.0184910221342	25.9202063247033	27.688071936735
1.044	22.3284990949187	22.2294773308833	23.7732726732202
1.045	13.4293611149282	13.3304693939657	14.854477736984
1.046	11.0222654902216	10.9242717541572	12.6547987217569
1.047	18.050086018616	17.9526629557399	19.8803656898892
1.048	24.3766327405072	24.2788650952094	26.151938409282
1.049	26.1833326514481	26.0846713048788	27.7380536991601
1.05	18.5079460722165	18.4088012221575	19.9281816437269
