"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.266	0.770614324862262	0.42871996208962	-0.974747587863042
0.267	0.988997763127376	0.193546664418714	-1.00736613249207
0.268	1.15234312884672	-0.088077052361163	-0.96308383314098
0.269	1.25843675334694	-0.376421623240244	-0.833043963490802
0.27	1.3057499044669	-0.623338612974572	-0.630722329731642
0.271	1.28954880677782	-0.811852214217132	-0.358789572258258
0.272	1.1954282407358	-0.938366613394093	-0.0715622256988212
0.273	1.03217359937481	-1.01139377256773	0.167937518655957
0.274	0.820909442204784	-1.02124317541172	0.3682237514149
0.275	0.583659573382475	-0.961450450344951	0.519685868138568
0.276	0.329920209290184	-0.82171923283117	0.613683061479735
0.277	0.107506190113054	-0.612864337288523	0.646899767700265
0.278	-0.0473602935208833	-0.300031050259871	0.616765497834158
0.279	-0.153677679734701	-8.97145924212171E-05	0.484993320723979
0.28	-0.202950157796769	0.254330729603402	0.275015127803599
0.281	-0.191527828195927	0.435833279850516	-0.00804063858045675
0.282	-0.105018292543488	0.557603532776532	-0.297586841083849
0.283	0.0581139204456228	0.630298274543833	-0.527855593929272
0.284	0.268603232456602	0.639259581130732	-0.726473973513228
0.285	0.505674370545662	0.576195580845714	-0.876272469941552
0.286	0.753936620482017	0.4359383914769	-0.967931722168338
0.287	0.972285995066109	0.200870123493298	-1.00058810260928
0.288	1.13556282971271	-0.0812563171715371	-0.956448007659631
0.289	1.24184537251813	-0.369846668097793	-0.826233891145639
0.29	1.28925885694193	-0.617471570410762	-0.623756431710103
0.291	1.27321349527775	-0.805519741587349	-0.3514140454569
0.292	1.17897973194211	-0.931980495227199	-0.0640831574747287
0.293	1.01571270161427	-1.00505515196921	0.175320588123933
0.294	0.804423224687333	-1.01492688668937	0.3756445972866
0.295	0.567114892232446	-0.955156138951614	0.527062842924013
0.296	0.313277114712336	-0.815399845250105	0.620951697868383
0.297	0.0910494278695433	-0.606120679847025	0.654150646561889
0.298	-0.0639155551048378	-0.293623959062432	0.623666917086107
0.299	-0.17026345102715	0.00625287447724135	0.491746355154906
0.3	-0.219512317595717	0.260634239325045	0.281894588845899
0.301	-0.208030708445196	0.442425883627463	-0.00123151007582587
0.302	-0.121459637491694	0.564250165396766	-0.290883820689909
0.303	0.0416965893475505	0.636947794160984	-0.52127513588743
0.304	0.252303325600106	0.645953143553026	-0.719984796645189
0.305	0.48943117135981	0.582946981462438	-0.869849902065191
0.306	0.737820305726191	0.442686595687288	-0.961551759518355
0.307	0.956140028420645	0.207730322715881	-0.994236881045447
0.308	1.11933887527409	-0.0748677097667008	-0.950231738825311
0.309	1.22576985043831	-0.363701163662187	-0.819864352154701
0.31	1.27332873774822	-0.61156001839005	-0.617209286631882
0.311	1.25738015090501	-0.799578818313414	-0.344494643549604
0.312	1.16305907047057	-0.925985935229912	-0.0570532602715522
0.313	0.99979445899699	-0.999104814939677	0.182241145635113
0.314	0.788481437592031	-1.00899728856444	0.382607536360778
0.315	0.551118478313132	-0.949245399931259	0.533977617059934
0.316	0.297184433242713	-0.809461966207542	0.627765720104955
0.317	0.07514202842993	-0.599776179219131	0.660947931881448
0.318	-0.0799228753915206	-0.287609367117591	0.630133152337209
0.319	-0.186298159600774	0.0121913104477509	0.498076318814029
0.32	-0.23552059283032	0.266560235189994	0.28834481011309
0.321	-0.223986792979985	0.44858334963862	0.0051793579759617
0.322	-0.137327472749032	0.570479023727662	-0.284562220561546
0.323	0.0258377912807776	0.643191125193221	-0.515069810526163
0.324	0.236551705713948	0.652243537399045	-0.71388149230826
0.325	0.473733611726652	0.589299168163745	-0.863805676915615
0.326	0.722245608464624	0.449029688297959	-0.955546563802857
0.327	0.940540688728035	0.21419550515444	-0.988253609510453
0.328	1.10365346454424	-0.0688560447183384	-0.944379185490476
0.329	1.21019921235311	-0.357925716009805	-0.813875877454154
0.33	1.25788661701086	-0.606000057340917	-0.611055254504578
0.331	1.24202975233224	-0.793980421295208	-0.338003323468579
0.332	1.14764691458681	-0.920337805824113	-0.0504429343654699
0.333	0.984395790125508	-0.993495527536195	0.188743560519289
0.334	0.773064267809362	-1.003407106123	0.38916139063385
0.335	0.53565022953525	-0.943670676414482	0.540483653304059
0.336	0.281623000852476	-0.803859119096932	0.634177393284282
0.337	0.0597653800033712	-0.593777299277253	0.667344328322436
0.338	-0.0953969850730778	-0.281916208654689	0.636219995972571
0.339	-0.201799772535475	0.017785165839362	0.504038980055098
0.34	-0.250996409147784	0.272140607202317	0.294418106185332
0.341	-0.239415059407546	0.454366672378714	0.0112299577664913
0.342	-0.152663064772618	0.576342596262355	-0.278591543010823
0.343	0.0105107716497263	0.649072136577077	-0.509224494070719
0.344	0.221329199601186	0.658177616885834	-0.708123483633612
0.345	0.45856073740288	0.595297984237173	-0.858098827555166
0.346	0.707192013781497	0.455014438732428	-0.949873973116965
0.347	0.925456637202313	0.220331738963821	-0.982595645822347
0.348	1.08848695974701	-0.063181343821865	-0.93885052604069
0.349	1.19511950212609	-0.352476926367494	-0.808224816634016
0.35	1.24291808148284	-0.600752208981054	-0.605249143554558
0.351	1.22715083379172	-0.788687419294129	-0.331879630690125
0.352	1.13272730752429	-0.914996491583106	-0.0442117980125659
0.353	0.969499663433995	-0.98818748608043	0.194879613911217
0.354	0.758159472033761	-0.998118221226169	0.395333538333236
0.355	0.520691069708973	-0.9383937213866	0.546623636923182
0.356	0.266573007663012	-0.798552872566006	0.640231092933473
0.357	0.0449044017888329	-0.588088810910821	0.673384025447158
0.358	-0.110359549885195	-0.276520598828043	0.641966455245733
0.359	-0.216788748740906	0.023075681598203	0.509671767919171
0.36	-0.265960404216191	0.277415284745762	0.300154764728581
0.361	-0.254335102876251	0.459823029748984	0.0169589398345108
0.362	-0.167484820599095	0.581878067060955	-0.272980595006149
0.363	-0.00430080185593363	0.654635842235531	-0.503677243112916
0.364	0.206613176923439	0.663795760549295	-0.702668902765231
0.365	0.443889620007605	0.600982233891811	-0.852689765643183
0.366	0.692639478305678	0.460680974462266	-0.944497292408221
0.367	0.9108883977112	0.226118809963172	-0.977233854531174
0.368	1.0738208365314	-0.0577996921870113	-0.933609611018768
0.369	1.18051548139229	-0.347317423574926	-0.802873680118983
0.37	1.22840899882391	-0.595779388043748	-0.59975369561029
0.371	1.21272995988964	-0.783665872112498	-0.326084238743287
0.372	1.11828506502037	-0.909926904289387	-0.038310329065177
0.373	0.955085658423151	-0.983148040955524	0.200684686200836
0.374	0.743743039445423	-0.993097566588233	0.401169182159225
0.375	0.506220815473041	-0.933381791588771	0.552437145197735
0.376	0.252015593710883	-0.793511381106092	0.645964276681577
0.377	0.0305334203348134	-0.582675022699087	0.679104125133758
0.378	-0.124829908600819	-0.271383043298565	0.64740984309677
0.379	-0.231285349591331	0.0280945153632962	0.515011305917234
0.38	-0.280432634009705	0.282420012771545	0.305589758982661
0.381	-0.26876651741288	0.464991452500971	0.0223965074126753
0.382	-0.181823351870593	0.587129354153409	-0.267620495904417
0.383	-0.0186282563327315	0.659913164255216	-0.498414701082011
0.384	0.192381719286023	0.669129766506654	-0.697494116755021
0.385	0.429698673406785	0.606384185261912	-0.847551921709182
0.386	0.678565809279037	0.466062219755098	-0.939388474580502
0.387	0.896792153267352	0.231650831734097	-0.972134724811954
0.388	1.05963339950439	-0.0526749365892967	-0.928627737344745
0.389	1.16637160315112	-0.34241565598137	-0.797792971206291
0.39	1.21434532661611	-0.591049881461543	-0.59453887113521
0.391	1.1987532030854	-0.778888615282719	-0.320582732282819
0.392	1.10430420881279	-0.905101938055814	-0.0327104821758049
0.393	0.941138087275888	-0.978350687097743	0.206187553198824
0.394	0.729789991718166	-0.988316347531705	0.406719311630241
0.395	0.492220075471173	-0.928608006266709	0.557955244389715
0.396	0.237931430797393	-0.788707744542698	0.651407617310243
0.397	0.0166306428681312	-0.577509903326804	0.684535071806503
0.398	-0.138821296017165	-0.26654887057663	0.652676744173284
0.399	-0.245306956919839	0.0328641432650167	0.520098115218872
0.4	-0.294430585715581	0.287186562622605	0.310755279899677
0.401	-0.282726585587861	0.469910403001269	0.0275767276325198
0.402	-0.195697894668866	0.592121515865276	-0.262537638677628
0.403	-0.032490948545335	0.664935847755751	-0.493409175700951
0.404	0.178598126428018	0.674209041517085	-0.692551854035883
0.405	0.415967640958816	0.611533986297301	-0.842655705275154
0.406	0.664952933158438	0.471188677868589	-0.934519959464228
0.407	0.883157304817202	0.236928350569875	-0.967274079189476
0.408	1.04601700568962	-0.0473052777598292	-0.924416111181047
0.409	1.152732322885	-0.337479677640953	-0.792850384295318
0.41	1.20073110676268	-0.586489157639125	-0.589575764705145
0.411	1.18521756835677	-0.774331822075855	-0.31534169614457
