"Time [s]"	"RingSolidLoss(EndConnection) [kW]"
0.788000000000001	0.000869247684058319
0.789000000000001	0.00050278304238447
0.790000000000001	0.000972339586620767
0.791000000000001	0.000788017281964742
0.792000000000001	0.000894853707617896
0.793000000000001	0.00113928220691512
0.794000000000001	0.000557945504195484
0.795000000000001	0.000721805028633471
0.796000000000001	0.000587541292008464
0.797000000000001	0.000636611260345273
0.798000000000001	0.000919421633616474
0.799000000000001	0.000508881670876794
0.800000000000001	0.00093096806003198
0.801000000000001	0.000770417428306584
0.802000000000001	0.000906351966811401
0.803000000000001	0.0011572047494547
0.804000000000001	0.000566389105877406
0.805000000000001	0.000731445612618755
0.806000000000001	0.000599491942561503
0.807000000000001	0.000621374859703736
0.808000000000001	0.000879776122536623
0.809000000000001	0.000504164607829239
0.810000000000001	0.0009875065786308
0.811000000000001	0.000814491309853463
0.812000000000001	0.000864629083076353
0.813000000000001	0.00109099863812199
0.814000000000001	0.000559027184125323
0.815000000000001	0.00079652379587605
0.816000000000001	0.000631759117872068
0.817000000000001	0.000589563197676476
0.818000000000001	0.000831546723810965
0.819000000000001	0.000498759050120435
0.820000000000001	0.00101757676519001
0.821000000000001	0.000824954692710098
0.822000000000001	0.000855929734124351
0.823000000000001	0.00108158180718883
0.824000000000001	0.000560446932341097
0.825000000000001	0.000777528219377262
0.826000000000001	0.000619006770787556
0.827000000000001	0.000615122911492764
0.828000000000001	0.00088477785806513
0.829000000000001	0.000507591305256844
0.830000000000001	0.000952692619061984
0.831000000000001	0.000781797027997656
0.832000000000001	0.000901962274529422
0.833000000000001	0.00115869876389562
0.834000000000001	0.000561434503596231
0.835000000000001	0.000699853373399879
0.836000000000001	0.000581610967031148
0.837000000000001	0.000640089540705294
0.838000000000001	0.000935546429075721
0.839000000000001	0.000514976771633669
0.840000000000001	0.000918436279905286
0.841000000000001	0.000770157839686373
0.842000000000001	0.000904083140842246
0.843000000000001	0.00116129651480711
0.844000000000001	0.000569579405965097
0.845000000000001	0.000729591958739263
0.846000000000001	0.000604754165504363
0.847000000000001	0.000613163628820883
0.848000000000001	0.00087218496653061
0.849000000000001	0.000506470668579114
0.850000000000001	0.000999057856578537
0.851000000000001	0.000828419551986119
0.852000000000001	0.000851089377311799
0.853000000000001	0.00107333441910065
0.854000000000001	0.000559830014866607
0.855000000000001	0.000810053329717055
0.856000000000001	0.000644098499613931
0.857000000000001	0.000579187845334335
0.858000000000001	0.000819375037441538
0.859000000000001	0.000499511866848234
0.860000000000001	0.00102872315458256
0.861000000000001	0.000836390493780787
0.862000000000001	0.000848419276101506
0.863000000000001	0.00107515954875316
0.864000000000001	0.000561776769658816
0.865000000000001	0.00077350295511672
0.866000000000001	0.00062090504414926
0.867000000000001	0.000614600833055278
0.868000000000001	0.000894313612644639
0.869000000000001	0.000512161398619102
0.870000000000001	0.000938906255081527
0.871000000000001	0.000778517853257445
0.872000000000001	0.000905919830626129
0.873000000000001	0.00117371218221758
0.874000000000001	0.000565961279188189
0.875000000000001	0.000680783903503473
0.876000000000001	0.000576499775268621
0.877000000000001	0.000643061346013834
0.878000000000001	0.000951055419167111
0.879000000000001	0.000521819115369414
0.880000000000001	0.000904393452675568
0.881000000000001	0.000768399519525858
0.882000000000001	0.00090387069987892
0.883000000000001	0.00116934060538459
0.884000000000001	0.000573939073038698
0.885000000000001	0.000722922557550822
0.886000000000001	0.000607421421033565
0.887000000000001	0.000608161682520273
0.888000000000001	0.000870330338245717
0.889000000000001	0.000509477232630021
0.890000000000001	0.00100395861966817
0.891000000000001	0.000838766081904109
0.892000000000001	0.000841044823865484
0.893000000000001	0.00106057491069986
0.894000000000001	0.000560699450585789
0.895000000000001	0.000819422209479194
0.896000000000001	0.000655236261348226
0.897000000000001	0.000570317722583284
0.898000000000001	0.00080866332914113
0.899000000000001	0.000500318532594337
0.900000000000001	0.00103975862934144
0.901000000000001	0.00084852855448569
0.902000000000001	0.000840072472724312
0.903000000000001	0.00106656671591061
0.904000000000001	0.000563223593058153
0.905000000000001	0.000772646987154438
0.906000000000001	0.000624595847444485
0.907000000000001	0.000612007642561316
0.908000000000001	0.000899243530121663
0.909000000000001	0.000516333084406052
0.910000000000001	0.000929982472502667
0.911000000000001	0.00077795889821893
0.912000000000001	0.000907004747293256
0.913000000000001	0.00118408815219775
0.914000000000001	0.000570597076893963
0.915000000000001	0.000665499012704061
0.916000000000001	0.000572903986247528
0.917000000000001	0.000644690930820488
0.918000000000001	0.000964003483472986
0.919000000000001	0.000528853148283195
0.920000000000001	0.000891340045897144
0.921000000000001	0.000766752424796169
0.922000000000001	0.000904106031242682
0.923000000000001	0.00117803344276812
0.924000000000001	0.000578825167147622
0.925000000000001	0.000714494594648378
0.926000000000001	0.000608910140726822
0.927000000000001	0.000604854195718766
0.928000000000001	0.000871660940997149
0.929000000000001	0.000512960813254948
0.930000000000001	0.00100441378219344
0.931000000000001	0.000846704967775413
0.932000000000001	0.00083356162709932
0.933000000000001	0.00105163650343494
0.934000000000001	0.000561590247013594
0.935000000000001	0.00082446897403467
0.936000000000001	0.000665015714617037
0.937000000000001	0.000563151235476047
0.938000000000001	0.000800217716991673
0.939000000000001	0.000501320650459102
0.940000000000001	0.00104892960651434
0.941000000000001	0.000860197947222262
0.942000000000001	0.00083214915478004
0.943000000000001	0.00105810444596217
0.944000000000001	0.000564816429781531
0.945000000000001	0.000772494351218199
0.946000000000001	0.000628875579881183
0.947000000000001	0.000608670379565737
0.948000000000001	0.000901973338782848
