"Time [s]"	"SolidLoss [kW]"	"StrandedLossR [kW]"
0.504	0.00397888980273287	0.122911046940843
0.505	0.00601703174043726	0.0994762910828145
0.506	0.00371397656359279	0.0760181583985735
0.507	0.0043000836012275	0.0759883288425627
0.508	0.00472421724869123	0.103602267846236
0.509	0.00333294733963433	0.119581299610495
0.51	0.00559474658314215	0.109710096457249
0.511	0.00450971001878154	0.0733115738600051
0.512	0.00712771507070553	0.0691616695813654
0.513	0.00761023112296236	0.112674759020123
0.514	0.00390670026248025	0.12148396155775
0.515	0.00411648525489157	0.0980611155360013
0.516	0.00297360588545237	0.0758791259075928
0.517	0.00506691715657946	0.0743347847009091
0.518	0.00639402662022032	0.102485369802731
0.519	0.00369441398228295	0.119125359766467
0.52	0.00499585208473261	0.109456562191225
0.521	0.00423328597281954	0.0736394209868966
0.522	0.00708746675998678	0.0684060985558254
0.523	0.00771409668480317	0.112056366332984
0.524	0.00414521552811415	0.121877933713721
0.525	0.00472202208943129	0.0988881893688655
0.526	0.00321577068496059	0.0764482633784249
0.527	0.00426065207797614	0.0745722865046445
0.528	0.00499363656528458	0.102647399634059
0.529	0.0036205700746279	0.119785700147669
0.53	0.00656728042549844	0.111027866455362
0.531	0.00498000669163365	0.0743762448140657
0.532	0.00584943872757451	0.069477746365403
0.533	0.0057918376315953	0.113193921954892
0.534	0.00415274485990855	0.122949867658269
0.535	0.00642584018657129	0.100545101002712
0.536	0.00393137736122509	0.0770388315355067
0.537	0.00355295435845428	0.0762337142614573
0.538	0.00367771581271567	0.103859125242131
0.539	0.00384981545898448	0.121035298307722
0.54	0.00764996735975888	0.112117848480886
0.541	0.00545141553178612	0.0745138597314718
0.542	0.0057057466544729	0.0702407742953843
0.543	0.00540420362972119	0.113581012734945
0.544	0.00406570657045337	0.123069483277985
0.545	0.00629569687437494	0.100159484782416
0.546	0.0038499840506152	0.076548708871692
0.547	0.00398942182018903	0.0759564225734676
0.548	0.0042721447079169	0.103531036937888
0.549	0.00344539894724606	0.120098201135415
0.55	0.00627654840388716	0.110742396328619
0.551	0.00482595369973516	0.0738986075518892
0.552	0.00660364116532964	0.0693162722585812
0.553	0.00680777957003018	0.112688060740034
0.554	0.00381091780290016	0.121896293799032
0.555	0.00466926760809332	0.0988496786506154
0.556	0.00318872248385524	0.076232177651459
0.557	0.00470880415324535	0.0745610451940337
0.558	0.00575312552576568	0.1024459881271
0.559	0.00352208370051434	0.11927704220582
0.56	0.00526571876563432	0.109971009252452
0.561	0.00435936322047439	0.073862103601624
0.562	0.00698155236836247	0.0683663406843288
0.563	0.00755155761943695	0.111873636081876
0.564	0.00405338846556447	0.121848661420371
0.565	0.0045972026779888	0.0990009482339633
0.566	0.0031703574799038	0.0765411189452232
0.567	0.00442311914734707	0.0742465692882889
0.568	0.00532660069348632	0.102264297123344
0.569	0.00357872377179743	0.119585291357013
0.57	0.00607504791792972	0.110826678980459
