"Time [s]"	"Pem [kW]"
1.42699999999995	-0.0524436414530656
1.42799999999995	-0.588611252807987
1.42899999999995	-0.0915875418716119
1.42999999999995	0.595969026368339
1.43099999999995	0.593006343499465
1.43199999999995	0.0429313357154847
1.43299999999995	-0.364796466090919
1.43399999999995	0.0634375232738516
1.43499999999995	0.782057181937769
1.43599999999995	0.755221715031673
1.43699999999995	0.0125416580659085
1.43799999999995	-0.459627431833025
1.43899999999995	0.0215257766200754
1.43999999999995	0.483799536404813
1.44099999999995	0.666011419834102
1.44199999999995	-0.0163228508268594
1.44299999999995	-0.39997080274525
1.44399999999995	-0.014814212728919
1.44499999999995	0.814565185563212
1.44599999999995	0.643403500565597
1.44699999999995	-0.0821553416822925
1.44799999999995	-0.547841240858541
1.44899999999995	-0.171779064546106
1.44999999999995	0.349650616529106
1.45099999999995	0.560715892522923
1.45199999999995	-0.100877884895054
1.45299999999995	-0.569111163050369
1.45399999999995	0.0184613287665988
1.45499999999995	0.488345714249185
1.45599999999995	0.585959604045212
1.45699999999995	-0.154054402894062
1.45799999999995	-0.665063919559653
1.45899999999995	-0.372025801657971
1.45999999999995	0.274053465133517
1.46099999999995	0.432537424097164
1.46199999999995	-0.114959305084828
1.46299999999995	-0.516907265401484
1.46399999999995	-0.104587990807478
1.46499999999995	0.701724559239849
1.46599999999995	0.653529662683917
1.46699999999995	-0.0385851180278761
1.46799999999995	-0.594193442900951
1.46899999999995	-0.098626528642627
1.46999999999995	0.603784274456969
1.47099999999995	0.59996967104149
1.47199999999995	0.0388625807053176
1.47299999999995	-0.372449311234691
1.47399999999995	0.0466285966164476
1.47499999999995	0.769565918322713
