"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.348	1.39034031385791	0.201285037703344	-1.57259589528111
0.349	1.62197369486428	-0.351947764431427	-1.27960757096229
0.35	1.71129808308785	-0.870380236469571	-0.845974370141593
0.351	1.63506285208378	-1.29827128909477	-0.345546418775933
0.352	1.40529203668665	-1.5834451417175	0.181404471468118
0.353	1.01904895621623	-1.70638322011816	0.692730702977377
0.354	0.523708100631722	-1.67220608841332	1.14929590180002
0.355	-0.0253154218683281	-1.4776200004904	1.50066255530743
0.356	-0.570381458807981	-1.15406206199708	1.68250753636085
0.357	-1.03793918520502	-0.709045244653862	1.70906676856247
0.358	-1.39774116955939	-0.178368744685762	1.56808855760968
0.359	-1.63329021051646	0.376313280229816	1.26252407984939
0.36	-1.71827712151154	0.89194097099818	0.826565819953356
0.361	-1.63353827203406	1.31594863962288	0.333420096000398
0.362	-1.39535709671533	1.59073631357416	-0.194859421482174
0.363	-1.00238539665162	1.70604413932972	-0.712914717450709
0.364	-0.502330880957515	1.66677301065347	-1.1727392200419
0.365	0.0472649215616587	1.47608738491843	-1.51230918477096
0.366	0.584277226652852	1.15227424516549	-1.68704692845731
0.367	1.04147126601094	0.697426627092782	-1.71067016431739
0.368	1.40338122967829	0.164412643688339	-1.56341859230487
0.369	1.64101415289912	-0.387051235999437	-1.25259701546921
0.37	1.72124553749161	-0.899971211692686	-0.823779712842322
0.371	1.63385148107422	-1.319753323016	-0.335181352728008
0.372	1.39512395552527	-1.59058903349236	0.193208066449633
0.373	1.00404241530491	-1.70576004582897	0.711413262746111
0.374	0.507057621192476	-1.66834095305339	1.16931284477185
0.375	-0.038846303656144	-1.4789793229415	1.50879500071824
0.376	-0.575326846969402	-1.1571886736986	1.68487956393197
0.377	-1.03512390557427	-0.70818348615116	1.71074655315127
0.378	-1.39575406927102	-0.179690338240248	1.56930835303058
0.379	-1.63201580363082	0.370639947938522	1.26700617542957
0.38	-1.71754508815031	0.883047340816514	0.836071026285492
0.381	-1.63604075731343	1.30615357950397	0.344557380914395
0.382	-1.40365418122538	1.58554578535638	-0.180635990965331
0.383	-1.01815012464188	1.70624364281662	-0.692888682846581
0.384	-0.525672863408618	1.67294055529105	-1.14878309188676
