"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
1.06999999999999	12.9349686532871	-4.81673804421698	-8.11823060907008
1.07099999999999	10.6436530800509	-6.83070848108071	-3.81294459897016
1.07199999999999	7.08164925546746	-9.59055537761714	2.50890612214968
1.07299999999999	5.08249668937292	-12.6439510186289	7.56145432925598
1.07399999999999	3.41399714789909	-13.0375057950198	9.62350864712074
1.07499999999999	1.6679158576624	-11.4764264262569	9.80851056859454
1.07599999999999	-2.19917540701669	-8.19093804163667	10.3901134486534
1.07699999999999	-7.0077915869255	-3.11346208174365	10.1212536686691
1.07799999999999	-11.0838297907428	1.25455907051147	9.82927072023129
1.07899999999999	-13.0261515804094	3.82927214957348	9.19687943083589
1.07999999999999	-12.9438217608233	4.88768640916551	8.05613535165775
1.08099999999999	-10.6532752566235	6.84627080525257	3.80700445137096
1.08199999999999	-7.08494081322079	9.57688341014152	-2.49194259692073
1.08299999999999	-5.08921149364093	12.6393338852512	-7.55012239161031
1.08399999999999	-3.46114141673392	13.0717146554219	-9.61057323868794
1.08499999999999	-1.75384509889702	11.531660415372	-9.77781531647497
1.08599999999999	2.11520876882491	8.26293327012719	-10.3781420389521
1.08699999999999	6.94830519438226	3.20890647832497	-10.1572116727072
1.08799999999999	11.0418824400731	-1.11905234885232	-9.92283009122073
1.08899999999999	13.0020171728251	-3.65199699754218	-9.35002017528289
1.08999999999999	12.9497242832209	-4.73140192949184	-8.2183223537291
1.09099999999999	10.6943067761439	-6.75142551057044	-3.94288126557346
1.09199999999999	7.19137116729236	-9.56193287861034	2.37056171131798
1.09299999999999	5.27040103762046	-12.6771297809582	7.40672874333776
1.09399999999999	3.69456902304391	-13.1340922066588	9.43952318361488
1.09499999999999	1.9393828344262	-11.6174453372112	9.67806250278502
1.09599999999999	-2.00360072781682	-8.34186926070521	10.345469988522
1.09699999999999	-6.89369531082595	-3.30485178100074	10.1985470918267
1.09799999999999	-11.0028054384089	0.999520063825494	10.0032853745834
1.09899999999999	-12.9706841807132	3.53119490739664	9.43948927331652
1.09999999999999	-12.9543500744854	4.6650125572213	8.28933751726409
1.10099999999999	-10.7030021719199	6.7298659337231	3.97313623819679
1.10199999999999	-7.19574412435085	9.56654233889011	-2.37079821453926
1.10299999999999	-5.26078994766587	12.6778961898521	-7.41710624218618
1.10399999999999	-3.63861774905934	13.1258336976627	-9.48721594860339
1.10499999999999	-1.85770786949056	11.5813630583973	-9.72365518890669
